GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infections,,0.1,0.06344,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth trauma,,0.1,0.06422,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.02899,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditions",,0.1,0.14488,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomalies,,0.2,0.24977,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH17,Injuries,,0.2,0.24582,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH17,Injuries,,0.1,0.10904,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseases,,0,0.04786,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH6,Measles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH10,Prematurity,,0.5,0.46343,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth trauma,,0,0.04167,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0.1,0.05144,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditions",,0.1,0.10294,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseases,,0.3,0.27861,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseases,,0.1,0.11939,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDS,,0,0.00023,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH5,Tetanus,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitis,,0,0.00063,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitis,,0,0.01238,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infections,,0,0.00457,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH10,Prematurity,,0.3,0.29287,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth trauma,,0.1,0.06731,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.02713,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH15,Congenital anomalies,,0.2,0.24819,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomalies,,0.2,0.24853,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH17,Injuries,,0.2,0.24514,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseases,,0,0.04385,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH6,Measles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH6,Measles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH9,Acute lower respiratory infections,,0,0.03382,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH10,Prematurity,,0.5,0.46125,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth trauma,,0,0.04091,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditions",,0,0.03519,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditions",,0.1,0.10230,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseases,,0.3,0.28164,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDS,,0,0.00026,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH5,Tetanus,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH5,Tetanus,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitis,,0,0.00070,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infections,,0,0.00529,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH10,Prematurity,,0.3,0.26888,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.02363,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH15,Congenital anomalies,,0.3,0.25413,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH17,Injuries,,0.3,0.25573,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH3,Diarrhoeal diseases,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseases,,0,0.03723,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH6,Measles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH7,Meningitis/encephalitis,,0,0.00463,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,DAYS0-27,0-27 days,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH9,Acute lower respiratory infections,,0,0.03115,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth trauma,,0,0.00808,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth trauma,,0,0.04384,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditions",,0,0.03614,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseases,,0.3,0.28062,,,,,
